+--------------+----------------------------------------+------------------------------------------------------------------------+
| biblionumber | author                                 | title                                                                  |
|         1304 | Latif, Eksar                           | Nakhatra Nupur.                                                        |
|         1305 | Mitra, Manoj                           | Ekanka Astahasi.                                                       |
|         1306 | dash, Kali                             | Kalidash Rachana Samagta.                                              |
|         1307 | Tagore, Rabindranath                   | Balaka.                                                                |
|         1308 | Mitra, Gajendra Kumar                  | Shanti Parba.                                                          |
|         1309 | Basu, Pratibha                         | Galpa Sangraha - Vol 2.                                                |
|         1310 | Saha, Ankur                            | Katha O Nirabatar Simante.                                             |
|         1311 | Ganguli, Tapan                         | Kakaju.                                                                |
|         1312 | Ray, Sukumar                           | Sukumar Samagra.                                                       |
|         1313 | Basu, Rajshekhar                       | Prabandhabali.                                                         |
|         1314 | Das, Jibanananda                       | Kabya Sangraha.                                                        |
|         1315 | Tagore, Rabindranath                   | Rabundra Rachanabali -vol 1.                                           |
|         1316 | Mukhopadhyai, Prabhat Kumar            | Rabindra Jibani o Rabindra Sahitya Prabeshak.                          |
|         1317 | Bishi, Pramathanath                    | Rabindranath O shantiniketan.                                          |
|         1318 | Majumdar, Leela                        | Din Dupure.                                                            |
|         1319 | Sinha, Kabita                          | Shrestha Kobita.                                                       |
|         1320 | Debi, Mahasweta                        | Hazar Churashir Ma.                                                    |
|         1321 | Ray, Shankar Prasad                    | Tushar Tirtha Amarnath.                                                |
|         1322 | Ray, Shankar Prasad                    | Rupnagari Hongkong.                                                    |
|         1323 | Bhattacharya, Sukantha                 | Charpatha.                                                             |
|         1324 | Bhattacharya, Sukantha                 | Ghum Nei.                                                              |
|         1325 | Chakraborty, Atul Chadra               | Natyakar Manmatha Ray er Jibani o Natya Sadhana.                       |
|         1326 | Bandhopadhay, Tarashankar              | KirtiHater Karacha- Vol 1& 2.                                          |
|         1327 | Tagore, Abanindranath                  | Rangberang.                                                            |
|         1328 | Ahmed, Humayun                         | Ami Abong Koakti Projapoti.                                            |
|         1329 | Ahmed, Humayun                         | Baghbondi Misir Misir Al.                                              |
|         1330 | Ahmed, Humayun                         | Brishti o Meghmala.                                                    |
|         1331 | Ahmed, Humayun                         | Jochhnatroye.                                                          |
|         1332 | Ahmed, Humayun                         | Himu Mama.                                                             |
|         1333 | Ahmed, Humayun                         | Aj Chitrar Biye.                                                       |
|         1334 | Ahmed, Humayun                         | Hartan Ishkapon.                                                       |
|         1335 | Ahmed, Humayun                         | Himur Rupali Ratri.                                                    |
|         1336 | Dev, Chitra                            | Thakur Barir Andormahal.                                               |
|         1337 | Tagore, Rabindranath                   | Sanchayita.                                                            |
|         1338 | Ghatak, Kalyani Shankar                | Rabindranath O Sanaskrita Sahitya.                                     |
|         1339 | Shastri, Sripanchanan                  | TantraVidanam.                                                         |
|         1340 | Mukhopadhaye, Shirsendu                | 25 Ti Sera Bhoot.                                                      |
|         1341 | Ed, Tarapada Roy                       | Mojar Galpa.                                                           |
|         1342 | Devi, Mahasweta                        | Khuda.                                                                 |
|         1343 | Khanam, Jaheda                         | Jeevan Tari.                                                           |
|         1344 | Reza Chowdhury, Alamgir                | Priyankar Jonne Hridaynath.                                            |
|         1345 | Khanam, Jaheda                         | DhalaPraharer Smriti.                                                  |
|         1346 | Koehler, Phoebe                        | The Day we met you.                                                    |
|         1347 | Reza Chowdhury, Alamgir                | Salim Ali ebong amader james.                                          |
|         1348 | Basu, Abhra                            | Gitanjalir Eswar.                                                      |
|         1349 | Chatterjee, Jhareswar                  | Sahish.                                                                |
|         1350 | Majumdar, Sisir                        | Porobash.                                                              |
|         1351 | Gangopadhyay, Sunil                    | Sei Samay Vol1.                                                        |
|         1352 | Gangopadhyay, Sunil                    | Sei Samay Vol2.                                                        |
|         1353 | Devi, Asha Purna                       | Sniri Bhanga Anka.                                                     |
|         1354 | Dey, Biswanath                         | Nazrul Smriti.                                                         |
|         1355 | Bhattcharya, Nimai                     | Defence Colony.                                                        |
|         1356 | Ali, Syed Mustaba                      | Panchatantra - Vol 2.                                                  |
|         1357 | Bhattacharya, Bijan Bihari             | Nabin Rabir Alo.                                                       |
|         1358 | Tagore, Rabindranath                   | Sonar Tori.                                                            |
|         1359 | Chottopadhya, Sanjib                   | Roshe Boshe.                                                           |
|         1360 | Ghosh, Samit                           | Uttar Bonger Itihas.                                                   |
|         1361 | Chottopadhya, Sanjib                   | Sofa Cum Bed.                                                          |
|         1362 | Tagore, Rabindranath                   | Sesher Kobita.                                                         |
|         1363 | Bandopadhaya, Manik                    | Putul Nather Itikotha.                                                 |
|         1364 | majumdar, Dr Ramesh Chandra            | Bangaldesher Itihas.                                                   |
|         1365 | majumdar, Dr Ramesh Chandra            | Bangaldesher Itihas.                                                   |
|         1366 | Ali, Syed Mustaba                      | Deshe Bideshe.                                                         |
|         1367 | Basu, PratIbha                         | Sonali Bikel.                                                          |
|         1368 | Ed, Banik Baran Ghosh -                | Bharat Borsho Galpa Sankalan.                                          |
|         1369 | Dasgupta, Paresh Chandra               | Purulia Jelar Purakriti.                                               |
|         1370 | Gangopadhyay, Sunil                    | Galpa Samagraha.                                                       |
|         1371 | Basu, Sankari Prasad                   | Swami Vivekananda - Notun Tothyo Notun Alo.                            |
|         1372 | Ahmed, Humayun                         | Aj Ami Kothao Jabo Na.                                                 |
|         1373 | Ahmed, Humayun                         | She Ashe Dheere.                                                       |
|         1374 | Ahmed, Humayun                         | Chole Jay Boshonter Din.                                               |
|         1375 | Ahmed, Humayun                         | Cheleta.                                                               |
|         1376 | Nayan, Shakhawat                       | Alpo Bhanga Galpa.                                                     |
|         1377 | WaliUllah, Syed                        | Sreshto Galpa.                                                         |
|         1378 | Acharya, Shyamali                      | Asompto Chitrnatya.                                                    |
|         1379 | Acharya, Shyamali                      | Ebong Estehar.                                                         |
|         1380 | Acharya, Shyamali                      | Ek Je chilo Ru.                                                        |
|         1381 | Acharya, Shyamali                      | Bichcheder Choddokahon.                                                |
|         1382 | Acharya, Shyamali                      | Premer Barota.                                                         |
|         1383 | Acharya, Shyamali                      | Joler Daan.                                                            |
|         1384 | Acharya, Shyamali                      | BishChokro.                                                            |
|         1385 | Acharya, Shyamali                      | SukhoPakhi.                                                            |
|         1386 | Gangopadhyay, Narayan                  | Tenida Samagra.                                                        |
|         1387 | Roychoudhury, Upendra Kishore          | Chheleder Ramayan.                                                     |
|         1388 | Bhattacharya, Nimai                    | Ratna.                                                                 |
|         1389 | Mitra, Tripti                          | Natok Samagraha.                                                       |
|         1390 | Roy, Bosonto Kumar                     | RabindraNath Tagore The Man and his Poetry.                            |
|         1391 | Bhattacharya, Hangsho Narayan          | Hinduder Deb Debi.                                                     |
|         1392 | Devi, Moitriye                         | N Honnote.                                                             |
|         1393 | Gupta, Niharranjan                     | Kolonkini Konkaboti.                                                   |
|         1394 | Ray, Satyajit                          | Pahare Pheluda.                                                        |
|         1395 | Ikbal, Muhammad Jafar                  | Project Nebula.                                                        |
|         1396 | Bandopadhyay, Saswata                  | Anek Durer Path.                                                       |
|         1397 | Sengupta, Payel                        | Ononto Atmajibon.                                                      |
|         1398 | Ray, Satyajit                          | Professor Shonku.                                                      |
|         1399 | Banerjee, Mousumi                      | Eklaghor.                                                              |
|         1400 | Goni, Rumana                           | Hridoyer Ononto Ombore.                                                |
|         1401 | Hawk, Sayed Shamsul                    | Uponyas Samagra 5.                                                     |
|         1402 | by), Sunil Dutta(edited                | Chironton Ekanko.                                                      |
|         1403 | Bhattacharya, Hangsanarayan            | Hinduder Deb Debi :                                                    |
|         1404 | by), Sirshendu Mukhopadhyay(Translated | Swarajer kaihini.                                                      |
|         1405 | Bandopadhyay, Tarashankar              | Tarashankarer Golpoguchho (Pratham khondo).                            |
|         1406 | Bandopadhyay, Tarashankar              | Tarashankarer Golpoguchho (tritio khondo).                             |
|         1407 | Bandopadhyay, Tarashankar              | Tarashankarer Golpoguchho (ditiyo khondo).                             |
|         1408 | Ghosh, Kajal Kumar                     | Rabindra Parikar.                                                      |
|         1409 | Mitra, Manoj                           | Sotyibhuter Goppo, Tetul Gach, Babuder Dalkukure.                      |
|         1410 | Rudra, Kuntal                          | Kobore Bhorer Shobdo.                                                  |
|         1411 | Ray, Satyajit                          | Sera Aschorjo, Sera Fantastic.                                         |
|         1412 | Choudhury, Subhas                      | Gitabitaner Jagat.                                                     |
|         1413 | Chattopadhyay, Pashupati               | Rakhhosir Thole.                                                       |
|         1414 | Adhya, Subha                           | Sat Sagorer Hate Bate.                                                 |
|         1415 | Bandopadhyay, Tarashankar              | Radha.                                                                 |
|         1416 | Mukhopadhyay, Ashtosh                  | Nishidhho Boi.                                                         |
|         1417 | Tagore, Rabindranath                   | Char Adhyay.                                                           |
|         1418 | Tagore, Rabindranath                   | Dui Bon.                                                               |
|         1419 | Debi, Meera                            | Smriti Katha.                                                          |
|         1420 | Singh, Binondo                         | Jhumur Katha.                                                          |
|         1421 | Iqbal, Muhammad Jafar                  | Suhaner Swopno.                                                        |
|         1422 | Iqbal, Muhammad Jafar                  | Phobianer Jatri.                                                       |
|         1423 | Begum, Farida                          | Jiboner Galpa.                                                         |
|         1424 | Mukhopadhyay, Ashtosh                  | Sonar Horin Nei.                                                       |
|         1425 | Chattopadhyay, Dinesh                  | Bharat Golpokotha.                                                     |
|         1426 | Gangopadhyay, Sunil                    | Pratham Alo (Pratham porbo).                                           |
|         1427 | Mukhopdhyay, Umaprasad                 | Himalayer Pathe Pathe.                                                 |
|         1428 | Maharaj, Shanku                        | Dwaraka O Provase.                                                     |
|         1429 | Sarkar, Pallab                         | Maya Aranya.                                                           |
|         1430 | Tagore, Rabindranath                   | Chithipotro (Ostadosh Khondo-vol18).                                   |
|         1431 | Tagore, Rabindranath                   | Chithipotro (Pratham Khondo-vol 1).                                    |
|         1432 | Bhattacharya, Dr T                     | Apnar Sasthyo Apnar Hate.                                              |
|         1433 | Bandopadhyay, Tarashankar              | Amar Sahityo Jibon.                                                    |
|         1434 | MISC                                   | Sera Sabujpotro Songroho.                                              |
|         1435 | Das, MISC(Ranjan Kumar                 | Shonibare Chithi (Byango Sonkolon).                                    |
|         1436 | Das, MISC(Ranjan Kumar                 | Shonibare Chithi (Byango Sonkolon).                                    |
|         1437 | Roy, Niharranjan                       | Bharat e tihash Jigyasha.                                              |
|         1438 | MISC                                   | Dakater Galpa.                                                         |
|         1439 | MISC                                   | Rabindranath er Ogronthito Chithipatra.                                |
|         1440 | Nazrul, Nilkantho                      | Madangopal Mukhopadhyay.                                               |
|         1441 | Maldahi, EM Abid Ali Khan              | Gour o Panduyar Smritikotha.                                           |
|         1442 | Ray, Manmatha                          | Manmatha Ray er Gronthaboli.                                           |
|         1443 | Ray, Satyajit                          | Shanku Samagra.                                                        |
|         1444 | MISC                                   | Suktarar 101 Bhoot er Galpa 2.                                         |
|         1445 | Gangopadhyay, Sunil                    | Kakababu Samagra Vol 3.                                                |
|         1446 | Bandopdhyay, Ranjan                    | Kadambari Debir Suicide Note.                                          |
|         1447 | Pal, PrasantaKumar                     | Rabi jiboni.                                                           |
|         1448 | MISC                                   | Shanibarer Chithi.                                                     |
|         1449 | Haque, Enamul                          | Subishal Osthirota.                                                    |
|         1450 | Roy, Hemendra Kumar                    | Hemendra Kumar Roy Rachanabali - Vol 5.                                |
|         1451 | Hemgway, Ernest                        | The Old Man And the Sea.                                               |
|         1452 | Bhattacharya, Suchitra                 | Bishad Periye.                                                         |
|         1453 | Majumdar, Kamalkumar                   | Galpa Samagra.                                                         |
|         1454 | Kabiraj, Sri Gopinath                  | Tantrik Sadhona o Siddhanta.                                           |
|         1455 | Chakraborty, Dipali                    | Translations of Selected Tagore Songs.                                 |
|         1456 | Bandopadhyay, Bimal                    | Tinti Ekanko.                                                          |
|         1457 | Ahmed, Humayun                         | Shubhra.                                                               |
|         1458 | Saha, Ankur                            | Sandwich.                                                              |
|         1459 | Jasimuddin                             | Thakur Barir Anginay.                                                  |
|         1460 | Bhadra, Kalidash                       | Panchatantrer Galpa.                                                   |
|         1461 | Roy, Dipanwita                         | Roopkothar Arupratan.                                                  |
|         1462 | Thakur, Soumyendranath                 | Tinti Oprokashito Boktrita.                                            |
|         1463 | Mitra, Dilipkumar                      | Arup Nagari Kolkata.                                                   |
|         1464 | Saaji, Sultana Shirin                  | Bhalobashar Fuljhuri.                                                  |
|         1465 | Ghosh, Siddhartha                      | Siddhartha Ghosh Rachana Samagra :                                     |
|         1466 | Nath, Dr. Shankarkumar                 | Radhanath Sikdar Tothyer Aloy :                                        |
|         1467 | Das, Debarshi                          | Assam e Nagorikpanjir Saatkahon.                                       |
|         1468 | Fontanel, Beatrice                     | Beraler Jaatbhai.                                                      |
|         1469 | Chattopadhyay, Sarat Chandra           | Swami Sishya Sangbad.                                                  |
|         1470 | Thakur, Gaganendranath                 | Bhodor Bahadur.                                                        |
|         1471 | Sengupta, Payel                        | Joler motoi Bopothga`mi :                                              |
|         1472 | Reymark, Erik Maria                    | All Quiet On the Western Front :                                       |
|         1473 | Mitra, Gajendrakumar                   | Sei Sob Din :                                                          |
|         1474 | De, Dr Ranendranath                    | Markin Muluke :                                                        |
|         1475 | Mukhopadhyay, Shirshendu               | Laltame.                                                               |
|         1476 | Ahmed, Humayun                         | Teen Purush.                                                           |
|         1477 | Tumi, Amitava                          | Tumi, Amitava.                                                         |
|         1478 | Koley, Apurba                          | Bangla Chandashilpa.                                                   |
|         1479 | Chattopadhyay, Sanjib                  | Shiuli.                                                                |
|         1480 | Sankar                                 | Ei To Sedin.                                                           |
|         1481 | Kurup, O. N. V.                        | Bikkhipto Megh o Onnano.                                               |
|         1482 | Guha Ray, Siddhartha                   | Kashmir.                                                               |
|         1483 | Joshi, Umashankar                      | Sokoler Sathi Sobar Bondhu.                                            |
|         1484 | Gangopadhyay, Narayan                  | Jhau-banglor Rahasya.                                                  |
|         1485 | Ahmed, Humayun                         | Asmanira Teen Bon.                                                     |
|         1486 | Haque, Mahmudul                        | Jibon amar bon.                                                        |
|         1487 | Chakraborty, Nirendranath              | Bhaduri Samagra.                                                       |
|         1488 | Haque, Syed Azizul                     | Qayyum Chowdhury: Shilpir Ekanto Jibonkatha.                           |
|         1489 | Ahmed, Humayun                         | Ekjon Himu Koekti Jhin Jhin Poka.                                      |
|         1490 | Ahmed, Humayun                         | Jodio Sandhya.                                                         |
|         1491 | Azad, Humayun                          | Probochonguccho.                                                       |
|         1492 | Roy, Shankarnath                       | Bharater Sadhak - Vol 1.                                               |
|         1493 | Roy, Shankarnath                       | Bharater Sadhak - Vol 2.                                               |
|         1494 | Roy, Shankarnath                       | Bharater Sadhak - Vol 3.                                               |
|         1495 | Roy, Shankarnath                       | Bharater Sadhak - Vol 4.                                               |
|         1496 | Modiano, Patrick                       | Ghumiye Pora Shopno.                                                   |
|         1497 | Saha, Ankur                            | California Medinipur.                                                  |
|         1498 | pizarnik, Alejandra                    | Kobitasongroho.                                                        |
|         1499 | Mehta, Hongsho                         | Ayoddhar Rajkumar.                                                     |
|         1500 | Ray, Sukumar                           | HJBRL.                                                                 |
|         1501 | Ray, Satyajit                          | Beware in the Graveyard.                                               |
|         1502 | Gangopadhyay, Sunil                    | First Light.                                                           |
|         1503 | Bishi, Pramathanath                    | Purnabatar.                                                            |
|         1504 | Majumdar, Ramesh Chandra               | Bangla Desher Itihas (madhyajug).                                      |
|         1505 | Bandyopadhyay, Bibhutibhushan          | Bibhuti Rachanabali - Part 1.                                          |
|         1506 | Basu, Manoj                            | Sei Gram, Sei Sab Manush.                                              |
|         1507 | Ghoshal, Dr. Anup                      | Nazrulgiitr Rup o Roshonavuti.                                         |
|         1508 | Singha, Kaliprasanna                   | Mahabharat - Vol 1.                                                    |
|         1509 | Singha, Kaliprasanna                   | Mahabharat - Vol 2.                                                    |
|         1510 | Sen, Dinesh Chandra                    | Ramayani Katha.                                                        |
|         1511 | Roy, Shankarnath                       | Bharater Sadhika.                                                      |
|         1512 | Debbahadur, Raja Binoykrishna          | Kolkatar Itihas.                                                       |
|         1513 | Bhattacharya, Suchitra                 | Chenra Tar.                                                            |
|         1514 | Sarkar, Jogindranath                   | Hasi Rashi.                                                            |
|         1515 | Guha, Buddhadeb                        | Dashti Upanyas.                                                        |
|         1516 | Osman, Shawkat                         | Janani.                                                                |
|         1517 | Mitra, Gajendra Kumar                  | Gajendra Kumar Mitra - Vol 2.                                          |
|         1518 | Mitra, Gajendra Kumar                  | Gajendra Kumar Mitra - Vol 3.                                          |
|         1519 | Mitra, Gajendra Kumar                  | Gajendra Kumar Mitra - Vol 4.                                          |
|         1520 | DEBI, GIRIBALA                         | Ray Bari.                                                              |
|         1521 | Pal, Himangshu                         | Ghostho Bhaban.                                                        |
|         1522 | Aniruddha, Kazi                        | Shunirbachito Nazrul Geeti Swaralipi - Vol 2.                          |
|         1523 | Aniruddha, Kazi                        | Shunirbachito Nazrul Geeti Swaralipi - Vol 3.                          |
|         1524 | Aniruddha, Kazi                        | Shunirbachito Nazrul Geeti Swaralipi - Vol 4.                          |
|         1525 | Aniruddha, Kazi                        | Shunirbachito Nazrul Geeti Swaralipi - Vol 5.                          |
|         1526 | Bal, Rabisankar                        | Dozakhnama.                                                            |
|         1527 | Ray, Satyajit                          | Sera Satyajit.                                                         |
|         1528 | Ray, Satyajit                          | Mohasongkote Songku.                                                   |
|         1529 | Tagore, Rabindranath                   | Gora.                                                                  |
|         1530 | Tagore, Rabindranath                   | Gitanjali.                                                             |
|         1531 | Tagore, Rabindranath                   | Hasyakautuk.                                                           |
|         1532 | Tagore, Rabindranath                   | Dakghar.                                                               |
|         1533 | Tagore, Rabindranath                   | Ghore Baire.                                                           |
|         1534 | Hoque, Anisul                          | Ma.                                                                    |
|         1535 | Khan, Akbar Ali                        | Porarthoporotar Orthoniti.                                             |
|         1536 | Ahmed, Humayun                         | Ke Katha Koy.                                                          |
|         1537 | Ahmed, Humayun                         | Tetul Bone Jochna.                                                     |
|         1538 | Ahmed, Humayun                         | Istition.                                                              |
|         1539 | Ahmed, Humayun                         | Ami-ee Misir Ali.                                                      |
|         1540 | Ahmed, Humayun                         | Neel Manush.                                                           |
|         1541 | Ahmed, Humayun                         | Uralponkhi.                                                            |
|         1542 | Ahmed, Humayun                         | Mrinmoyee.                                                             |
|         1543 | Ahmed, Humayun                         | Bristhi Bilash.                                                        |
|         1544 | Chatterjee, Hiren                      | Shakta Padabali Parikarma Tawta-O-Kabyaroop.                           |
|         1545 | Bhattacharya, Subhas                   | Samsad Bagdhara Abhidhan.                                              |
|         1546 | Dutta, Milon                           | Bangladesh er Mukti songrame Bangabandhu Mujibar o Bharatratna Indira. |
|         1547 | Chattopadhyay, Meera                   | Rabindra Rachana Ingreji-Anubad Itibritta.                             |
|         1548 | Atarthi, Premankur                     | Mahashtabir Jatak.                                                     |
|         1549 | Tagore, Rabindranath                   | Senjuti.                                                               |
|         1550 | Tagore, Rabindranath                   | Purabi.                                                                |
|         1551 | Guha, Buddhadeb                        | Changhore Gaan.                                                        |
|         1552 | Tagore, Rabindranath                   | Rajarshi.                                                              |
|         1553 | Tagore, Rabindranath                   | Patraput.                                                              |
|         1554 | Tagore, Rabindranath                   | Lakshmir Pariksha.                                                     |
|         1555 | Sarkar, Badol                          | Ebing Indrajit.                                                        |
|         1556 | Tagore, Rabindranath                   | Chokher Bali.                                                          |
|         1557 | Umar, Badruddin                        | Muktijuddho o Sadhinota Juddher Joy Porajoy.                           |
|         1558 | Acharya, Adhyapak P.                   | Bangla Banan Bichinta.                                                 |
|         1559 | Rahman, Sheikh Mujibur                 | Oshomapto Attojiboni.                                                  |
|         1560 | Banerjee, Sailesh Kumar                | Jinnah Pakistan Natun Bhabna.                                          |
|         1561 | Academy, Praschin Banga Natya          | Prasanga Natyakar Manmatha Roy.                                        |
|         1562 | Ray, Golpal Khishno                    | Suchitar Katha.                                                        |
|         1563 | Roy Chowdhury, Upendra Kishore         | Tuntuni r bagher Galpa.                                                |
|         1564 | Banaful                                | Banafuler Shrestha Galpa.                                              |
|         1565 | Mukhopadhay, Dhanagopal                | Sri Ramkhrishna Noishabder Rup.                                        |
|         1566 | Bandopadhay, Amal Kumar                | Pouranica -Vol 1.                                                      |
|         1567 | Bandopadhay, Amal Kumar                | Pouranica -Vol 2.                                                      |
|         1568 | Basu, Rajsekhar                        | Chalantika.                                                            |
|         1569 | Sen, Sukumar                           | bhashar Itibritya.                                                     |
|         1570 | Ray, Rammohan                          | Rammohan Rachanabali.                                                  |
|         1571 | Ray, Manmatha                          | Natya Granthabali-3d vol.                                              |
|         1572 | Tagore, Rabindranath                   | Rabindra Rachanabali - Vol 9.                                          |
|         1573 | Chattapadyay, Harinarayan              | Pinjarer gan.                                                          |
|         1574 | Mukhodahyay, Bibhutibhushan            | Nilangurio.                                                            |
|         1575 | BHattacharya, Amitra Sudan             | Kobi o Kobi Patni.                                                     |
|         1576 | Basu, Pritam                           | Coupathir Charjapada.                                                  |
|         1577 | Chattopadhay, Sanjib                   | Galpa Sangraha.                                                        |
|         1578 | Mallik, jyosthna rani                  | manjari gantha mala.                                                   |
|         1579 | Said, LUfus                            | Mahallar Macbeth.                                                      |
|         1580 | Acharjya, Shyamali                     | Shantiniketan.                                                         |
|         1581 | Acharjya, Shyamali                     | Parar Samai Nei.                                                       |
|         1582 | Patri, Purnendu                        | Job Charnak Jakhon Kolkatai esechilen.                                 |
|         1583 | Mukhopadhay, Shibatosh                 | Manhaton o Matini.                                                     |
|         1584 | Biswas, Himendu                        | Ami O amar Samai.                                                      |
|         1585 | Iqbal, Muhammad Zafar                  | Amar Bandhu Rashed.                                                    |
|         1586 | Sen, Khiti Mohan                       | Kabir.                                                                 |
|         1587 | Basu, Yuthika                          | Bangla Puthir Pushpika.                                                |
|         1588 | Parashuram                             | Gaddalika.                                                             |
|         1589 | Mitra, Satyen                          | Theatre workshoper Ekangko.                                            |
|         1590 | Annadathakur                           | Ramkrisna Manashikkha.                                                 |
|         1591 | Bandopadhay, Brajendranath             | Sangbadpotre Shekaler Katha - Vol 2.                                   |
|         1592 | -                                      | Fasibirodhi Kobita Sangraha.                                           |
|         1593 | Kumari, Nirmal                         | Baishe Srabon.                                                         |
|         1594 | Mitra, Ari                             | Urokhoi.                                                               |
|         1595 | Chattopadhyay, Sarat Chandra           | Sharat Rachanabali - Vol 1.                                            |
|         1596 | Chattopadhyay, Sarat Chandra           | Sharat Rachanabali - Vol 2.                                            |
|         1597 | Chattopadhyay, Sarat Chandra           | Sharat Rachanabali - Vol 3.                                            |
|         1598 | Chattopadhyay, Sarat Chandra           | Sharat Rachanabali - Vol 4.                                            |
|         1599 | Chattopadhyay, Sarat Chandra           | Sharat Rachanabali - Vol 5.                                            |
|         1600 | A.Ayer, S.                             | Story of the I.N.A.                                                    |
|         1601 | Sen, Mandakranta                       | Swapner Gan.                                                           |
|         1602 | Basu, Shankariprasad                   | Vivekanand O Samakalin Bharatbarsa - Part 2.                           |
|         1603 | Bandyopadhyay, Bibhutibhushan          | Pather Panchali.                                                       |
|         1604 | Kalidas                                | Kalidas Rachanabali.                                                   |
|         1605 | Majumdar, Lila                         | Upendrakishor.                                                         |
|         1606 | parabat, Shri                          | Ami Shirajer Begum.                                                    |
|         1607 | Beervadra                              | Gangasagar Sangame.                                                    |
|         1608 | Ray, Sukumar                           | Sukumar Rachana Sangraha.                                              |
|         1609 | Manasamangal                           | Padmapuran.                                                            |
|         1610 | Bhaumik, Dulendra                      | Ulukhagra.                                                             |
|         1611 | Kriplani, Krishna                      | Dwarkanath Tagore.                                                     |
|         1612 | Sankar                                 | Asha Akangkha.                                                         |
|         1613 | Guha, Buddhadeb                        | Madhukori.                                                             |
|         1614 | Roy, Debesh                            | Tistaparer Brittanta.                                                  |
|         1615 | Datta, Utpal                           | Utpal Datta Natok Samagra - Vol 2.                                     |
|         1616 | Ahmed, Humayun                         | Jochona O Jononir Galpa.                                               |
|         1617 | Jahan, Selim                           | Sholpo Kothar Galpa.                                                   |
|         1618 | Jahir, Sahidul                         | Sahidul Jahir Upanyas Samagra.                                         |
|         1619 | Majumdar, Samares                      | Panchti Rahasya Upanyas.                                               |
|         1620 | Haque, Syed Shamsul                    | Bongobondhur Shomadhite.                                               |
|         1621 | Ahmed, Humayun                         | Premer Galpa.                                                          |
|         1622 | Ahmed, Humayun                         | Ei Shuvro Ei.                                                          |
|         1623 | Iqbal, Md Zafor                        | Chromium Oronno.                                                       |
|         1624 | Iqbal, Md Zafor                        | Crossfire Ebong Onnanno.                                               |
|         1625 | Iqbal, Md Zafor                        | Bokulappu.                                                             |
|         1626 | Azad, Humayun                          | Amar Obisshash.                                                        |
|         1627 | Azad, Humayun                          | Sab Kisu Venge Pore.                                                   |
|         1628 | Monika, Nahar                          | Manthakup.                                                             |
|         1629 | Ali, Md. Eunus                         | Atmakatha.                                                             |
|         1630 | Das Chowdhury, Bandana                 | Chaiti Haoar Khela.                                                    |
|         1631 | Banaful                                | Banaful er Shreshtho Galpa.                                            |
|         1632 | Mitra, Jaya                            | Ekti Upakathar Janmo.                                                  |
|         1633 | Ray, Dwijendralal                      | Dwijendralal Ray Rachanabali - Vol 1.                                  |
|         1634 | Ray, Dwijendralal                      | Dwijendralal Ray Rachanabali - Vol 2.                                  |
|         1635 | Mitra, Premandra                       | Ghanada Samagra Vol 2.                                                 |
|         1636 | Basu, Krishna                          | Itihasher sandhane.                                                    |
|         1637 | Tagore, Rabindranath                   | Sanchayita.                                                            |
|         1638 | Tagore, Rabindranath                   | Galpaguchha.                                                           |
|         1639 | Ray, Nihar Ranjan                      | Bangalir Itihas.                                                       |
|         1640 | various                                | Prachya o Paschatya Darsherer Itihas.                                  |
|         1641 | Mitra Majumdar, Dakhinaranjan          | Thakumar Jhuli.                                                        |
|         1642 | Basu, Raj Shekhar                      | Hitopodesher Galpo.                                                    |
|         1643 | Ganguli, Narayan                       | Tenida Samagra.                                                        |
|         1644 | Mitra, Premandra                       | Ghanada Samagra Vol 1.                                                 |
|         1645 | Roy, Sukumar                           | Pagla Dasu.                                                            |
|         1646 | Roy, Sukumar                           | Sukumar Rachana Samagra.                                               |
|         1647 | Roy, Sukumar                           | SUkukumar Sahitya Samagra.                                             |
